X, Y, Z, Red, Green, Blue, Gray,
107.1468333,294.6998833,95.873493,0.000640198,0.163890625,41.956,3.355067451,
107.1468333,294.6998833,95.880692,0.000500641,0.128164063,32.81,2.623695373,
107.1468333,294.6998833,95.888792,0.001347351,0.344921875,88.3,7.061027169,
107.1468333,294.6998833,95.90769,0.021017059,5.380367188,97.374,110.1435474,
107.1468333,294.6998833,95.928389,0.000533981,0.136699219,34.995,2.79842181,
107.1468333,294.6998833,96.04538,0.004638153,1.187367188,47.966,24.30704626,
107.1468333,294.6998833,96.112875,0.000458176,0.117292969,30.027,2.401149069,
107.1468333,294.6998833,96.18307,0.001171906,0.300007813,76.802,6.141574277,
107.1468333,294.6998833,96.203769,0.001893051,0.484621094,124.063,9.920863122,
107.1468333,294.6998833,96.340559,0.000852707,0.218292969,55.883,4.468758565,
107.16175,294.699875,95.77,0.041879669,10.72119531,184.626,219.4776756,
107.16175,294.699875,95.796348,0.000780853,0.199898438,51.174,4.092197105,
107.16175,294.699875,95.802708,0.000691971,0.177144531,45.349,3.626393217,
107.16175,294.699875,95.809976,0.000578491,0.14809375,37.912,3.031683602,
107.16175,294.699875,95.823605,0.000519211,0.132917969,34.027,2.7210144,
107.16175,294.699875,95.830873,0.000484772,0.124101563,31.77,2.540530387,
107.16175,294.699875,95.838142,0.000464706,0.118964844,30.455,2.43537466,
107.16175,294.699875,95.847227,0.000603241,0.154429688,39.534,3.161388993,
107.16175,294.699875,95.85813,0.000755753,0.193472656,49.529,3.960652488,
107.16175,294.699875,95.867215,0.000646149,0.165414063,42.346,3.386254321,
107.16175,294.699875,95.907192,0.021110107,5.4041875,103.472,110.6311821,
107.16175,294.699875,95.93354,0.000500229,0.128058594,32.783,2.621536282,
107.16175,294.699875,96.045293,0.004450333,1.139285156,35.657,23.32274067,
107.16175,294.699875,96.182485,0.001465927,0.375277344,96.071,7.68244554,
107.16175,294.699875,96.205199,0.002010025,0.514566406,131.729,10.53388503,
107.16175,294.699875,96.343299,0.000848465,0.217207031,55.605,4.446527925,
107.1766667,294.6998667,95.77,0.041883026,10.72205469,184.846,219.4952682,
107.1766667,294.6998667,95.796348,0.000781097,0.199960938,51.19,4.093476566,
107.1766667,294.6998667,95.802708,0.000695969,0.178167969,45.611,3.647344396,
107.1766667,294.6998667,95.809976,0.000583237,0.149308594,38.223,3.056553131,
107.1766667,294.6998667,95.823605,0.000516861,0.132316406,33.873,2.708699584,
107.1766667,294.6998667,95.830873,0.000479797,0.122828125,31.444,2.514461362,
107.1766667,294.6998667,95.847227,0.000603287,0.154441406,39.537,3.161628892,
107.1766667,294.6998667,95.85813,0.000758072,0.194066406,49.681,3.97280737,
107.1766667,294.6998667,95.867215,0.000649155,0.166183594,42.543,3.402007688,
107.1766667,294.6998667,95.907192,0.021109131,5.4039375,103.408,110.6260643,
107.1766667,294.6998667,95.93354,0.000499191,0.127792969,32.715,2.616098571,
107.1766667,294.6998667,96.045293,0.004452728,1.139898438,35.814,23.33529538,
107.1766667,294.6998667,96.182485,0.001462265,0.374339844,95.831,7.66325362,
107.1766667,294.6998667,96.205199,0.002006836,0.51375,131.52,10.51717206,
107.1766667,294.6998667,96.343299,0.000852478,0.218234375,55.868,4.46755907,
107.1915833,294.6998583,95.77,0.041879562,10.72116797,184.619,219.4771158,
107.1915833,294.6998583,95.796348,0.000781128,0.19996875,51.192,4.093636499,
107.1915833,294.6998583,95.802708,0.00069165,0.1770625,45.328,3.624713924,
107.1915833,294.6998583,95.809976,0.000578339,0.148054688,37.902,3.030883938,
107.1915833,294.6998583,95.823605,0.00051915,0.132902344,34.023,2.720694534,
107.1915833,294.6998583,95.830873,0.00048494,0.124144531,31.781,2.541410017,
107.1915833,294.6998583,95.838142,0.000465042,0.119050781,30.477,2.437133919,
107.1915833,294.6998583,95.847227,0.000602951,0.154355469,39.515,3.159869633,
107.1915833,294.6998583,95.85813,0.000755859,0.1935,49.536,3.961212252,
107.1915833,294.6998583,95.867215,0.000645477,0.165242188,42.302,3.382735802,
107.1915833,294.6998583,95.907192,0.021109756,5.404097656,103.449,110.6293429,
107.1915833,294.6998583,95.93354,0.000500519,0.128132813,32.802,2.623055642,
107.1915833,294.6998583,96.045293,0.004450699,1.139378906,35.681,23.32465986,
107.1915833,294.6998583,96.182485,0.001465546,0.375179688,96.046,7.680446381,
107.1915833,294.6998583,96.205199,0.002010162,0.514601563,131.738,10.53460472,
107.1915833,294.6998583,96.343299,0.000848755,0.21728125,55.624,4.448047285,
107.2065,294.69985,95.77,0.041541183,10.63454297,162.443,217.7037824,
107.2065,294.69985,95.797127,0.000881195,0.225585938,57.75,4.618055708,
107.2065,294.69985,95.803456,0.000633591,0.162199219,41.523,3.320442029,
107.2065,294.69985,95.817924,0.000597778,0.15303125,39.176,3.132761046,
107.2065,294.69985,95.838721,0.000603897,0.154597656,39.577,3.164827546,
107.2065,294.69985,95.847763,0.000651596,0.166808594,42.703,3.414802301,
107.2065,294.69985,95.858614,0.000769089,0.196886719,50.403,4.030543062,
107.2065,294.69985,95.866752,0.000500137,0.128035156,32.777,2.621056484,
107.2065,294.69985,95.873986,0.000539948,0.138226563,35.386,2.829688646,
107.2065,294.69985,95.88122,0.000556839,0.142550781,36.493,2.918211376,
107.2065,294.69985,95.907442,0.020081818,5.140945313,36.082,105.2422509,
107.2065,294.69985,96.044884,0.004200424,1.075308594,19.279,22.01305207,
107.2065,294.69985,96.112701,0.000754852,0.193242188,49.47,3.955934474,
107.2065,294.69985,96.184135,0.000705582,0.180628906,46.241,3.697723186,
107.2065,294.69985,96.203124,0.000630859,0.1615,41.344,3.306128055,
107.2065,294.69985,96.342375,0.000486572,0.1245625,31.888,2.549966414,
107.2214167,294.6998417,95.77,0.04121492,10.55101953,141.061,215.9939423,
107.2214167,294.6998417,95.795612,0.000894318,0.228945313,58.61,4.686826754,
107.2214167,294.6998417,95.809743,0.000698303,0.178765625,45.764,3.659579245,
107.2214167,294.6998417,95.845953,0.000582169,0.149035156,38.153,3.050955488,
107.2214167,294.6998417,95.857434,0.000692688,0.177328125,45.396,3.630151635,
107.2214167,294.6998417,95.880397,0.000588058,0.150542969,38.539,3.081822492,
107.2214167,294.6998417,95.906892,0.019703217,5.044023438,11.27,103.2581263,
107.2214167,294.6998417,95.933387,0.000553665,0.141738281,36.285,2.901578379,
107.2214167,294.6998417,96.044667,0.004016708,1.028277344,7.239,21.05025743,
107.2214167,294.6998417,96.109139,0.000450623,0.115359375,29.532,2.361565735,
107.2214167,294.6998417,96.174493,0.000870209,0.222773438,57.03,4.560479949,
107.2214167,294.6998417,96.199222,0.001496124,0.383007813,98.05,7.840698912,
107.2214167,294.6998417,96.339647,0.000500671,0.128171875,32.812,2.623855305,
107.2363333,294.6998333,95.77,0.041522705,10.6298125,161.232,217.6069432,
107.2363333,294.6998333,95.795318,0.000570511,0.146050781,37.389,2.98986121,
107.2363333,294.6998333,95.802552,0.000801941,0.205296875,52.556,4.202710576,
107.2363333,294.6998333,95.809786,0.000506805,0.129742188,33.214,2.656001771,
107.2363333,294.6998333,95.81702,0.000487488,0.124796875,31.948,2.554764394,
107.2363333,294.6998333,95.823349,0.000498383,0.127585938,32.662,2.611860356,
107.2363333,294.6998333,95.837817,0.000467072,0.119570313,30.61,2.447769441,
107.2363333,294.6998333,95.846859,0.000789261,0.202050781,51.725,4.136258554,
107.2363333,294.6998333,95.85771,0.000649277,0.166214844,42.551,3.402647419,
107.2363333,294.6998333,95.865848,0.000534744,0.136894531,35.045,2.802420126,
107.2363333,294.6998333,95.873986,0.000707077,0.181011719,46.339,3.705559887,
107.2363333,294.6998333,95.906538,0.019819809,5.073871094,18.911,103.8691491,
107.2363333,294.6998333,96.04398,0.003964462,1.014902344,3.815,20.77645271,
107.2363333,294.6998333,96.05664,0.00058316,0.149289063,38.218,3.0561533,
107.2363333,294.6998333,96.177806,0.001230515,0.315011719,80.643,6.44872496,
107.2363333,294.6998333,96.197699,0.00136174,0.348605469,89.243,7.136435421,
107.2363333,294.6998333,96.335141,0.000495163,0.126761719,32.451,2.594987459,
107.25125,294.699825,95.77,0.041936432,10.73572656,188.346,219.7751504,
107.25125,294.699825,95.796258,0.000998459,0.255605469,65.435,5.232596974,
107.25125,294.699825,95.804697,0.000763443,0.195441406,50.033,4.000955519,
107.25125,294.699825,95.811262,0.000506226,0.12959375,33.176,2.652963051,
107.25125,294.699825,95.826266,0.000676926,0.173292969,44.363,3.547546413,
107.25125,294.699825,95.842208,0.000581177,0.14878125,38.088,3.045757676,
107.25125,294.699825,95.855336,0.000943405,0.241511719,61.827,4.944078446,
107.25125,294.699825,95.871278,0.000555084,0.142101563,36.378,2.909015248,
107.25125,294.699825,95.87878,0.000763657,0.195496094,50.047,4.002075048,
107.25125,294.699825,95.88722,0.001205261,0.308546875,78.988,6.31638068,
107.25125,294.699825,95.906913,0.020004562,5.121167969,31.019,104.8373814,
107.25125,294.699825,95.934108,0.000588181,0.150574219,38.547,3.082462223,
107.25125,294.699825,96.043825,0.004106949,1.051378906,13.153,21.52317832,
107.25125,294.699825,96.108531,0.000559174,0.143148438,36.646,2.930446225,
107.25125,294.699825,96.176049,0.000935608,0.239515625,61.316,4.90321565,
107.25125,294.699825,96.186364,0.000843689,0.215984375,55.292,4.421498462,
107.25125,294.699825,96.199493,0.003403351,0.871257813,223.042,17.83585076,
107.25125,294.699825,96.216373,0.000554321,0.14190625,36.328,2.905016931,
107.25125,294.699825,96.245443,0.000458771,0.117445313,30.066,2.404267756,
107.25125,294.699825,96.336405,0.001256592,0.3216875,82.352,6.585387423,
107.2661667,294.6998167,95.77,0.042484467,10.87602344,224.262,222.6472212,
107.2661667,294.6998167,95.797535,0.001098541,0.281226563,71.994,5.75709615,
107.2661667,294.6998167,95.805131,0.000777145,0.198949219,50.931,4.072765286,
107.2661667,294.6998167,95.811778,0.000614944,0.157425781,40.301,3.22272317,
107.2661667,294.6998167,95.819374,0.000616989,0.157949219,40.435,3.233438659,
107.2661667,294.6998167,95.826969,0.000666794,0.170699219,43.699,3.494448769,
107.2661667,294.6998167,95.835515,0.000635513,0.162691406,41.649,3.330517787,
107.2661667,294.6998167,95.843111,0.000606277,0.155207031,39.733,3.177302293,
107.2661667,294.6998167,95.856404,0.000906677,0.232109375,59.42,4.751599483,
107.2661667,294.6998167,95.871596,0.000506073,0.129554688,33.166,2.652163387,
107.2661667,294.6998167,95.879192,0.000707535,0.181128906,46.369,3.707958877,
107.2661667,294.6998167,95.887737,0.001283203,0.3285,84.096,6.724848707,
107.2661667,294.6998167,95.907676,0.019666397,5.034597656,8.857,103.0651675,
107.2661667,294.6998167,96.044403,0.003783188,0.968496094,247.935,19.82645267,
107.2661667,294.6998167,96.179231,0.001973511,0.50521875,129.336,10.34252559,
107.2661667,294.6998167,96.202019,0.002483795,0.635851563,162.778,13.01675969,
107.2661667,294.6998167,96.315009,0.000538559,0.137871094,35.295,2.822411709,
107.2661667,294.6998167,96.338746,0.000948013,0.242691406,62.129,4.968228278,
107.2810833,294.6998083,95.77,0.040914337,10.47407031,121.362,214.4186855,
107.2810833,294.6998083,95.795583,0.000807617,0.20675,52.928,4.232458052,
107.2810833,294.6998083,95.80264,0.000631104,0.1615625,41.36,3.307407517,
107.2810833,294.6998083,95.809697,0.000482758,0.123585938,31.638,2.529974831,
107.2810833,294.6998083,95.817636,0.000453934,0.116207031,29.749,2.378918429,
107.2810833,294.6998083,95.822047,0.000419937,0.107503906,27.521,2.20075344,
107.2810833,294.6998083,95.829986,0.000511032,0.130824219,33.491,2.678152445,
107.2810833,294.6998083,95.858215,0.00065892,0.168683594,43.183,3.453186141,
107.2810833,294.6998083,95.880269,0.000703156,0.180007813,46.082,3.685008539,
107.2810833,294.6998083,95.907615,0.018866425,4.829804688,212.43,98.87277262,
107.2810833,294.6998083,96.04523,0.00387291,0.991464844,253.815,20.29665471,
107.2810833,294.6998083,96.182844,0.000778427,0.199277344,51.015,4.079482458,
107.2810833,294.6998083,96.202252,0.001878967,0.481015625,123.14,9.847054197,
107.2810833,294.6998083,96.339866,0.00084967,0.217515625,55.684,4.452845265,
107.296,294.6998,95.77,0.041426254,10.60512109,154.911,217.101476,
107.296,294.6998,95.796067,0.000750061,0.192015625,49.156,3.930825046,
107.296,294.6998,95.803258,0.000678223,0.173625,44.448,3.554343552,
107.296,294.6998,95.81764,0.000498886,0.127714844,32.695,2.614499245,
107.296,294.6998,95.847303,0.000596069,0.15259375,39.064,3.123804817,
107.296,294.6998,95.858988,0.000689026,0.176390625,45.156,3.610959715,
107.296,294.6998,95.87337,0.000522079,0.133652344,34.215,2.73604807,
107.296,294.6998,95.880561,0.000467728,0.119738281,30.653,2.451207993,
